"text" "is_lure" "key" "yes_key" "rt" "group" "code" "old" "correct" "success"
"267" "b'door'" "neutral" "l" "a" 1.40846505968375 1 "hu48yb" FALSE FALSE TRUE
"268" "b'aunt'" "neutral" "l" "a" 0.703053254680754 1 "hu48yb" FALSE FALSE TRUE
"269" "b'smith'" "correct" "a" "a" 1.12968659247213 1 "hu48yb" TRUE TRUE TRUE
"270" "b'syringe'" "neutral" "l" "a" 0.714880322974295 1 "hu48yb" FALSE FALSE TRUE
"271" "b'fish'" "neutral" "l" "a" 0.620822785764176 1 "hu48yb" FALSE FALSE TRUE
"272" "b'wine'" "neutral" "l" "a" 0.679997575382004 1 "hu48yb" FALSE FALSE TRUE
"273" "b'user experience designer'" "critical future" "l" "a" 0.731329880497924 1 "hu48yb" FALSE FALSE TRUE
"274" "b'winter'" "correct" "l" "a" 0.748601114105441 1 "hu48yb" FALSE TRUE FALSE
"275" "b'coal'" "neutral" "l" "a" 0.517154332384962 1 "hu48yb" FALSE FALSE TRUE
"276" "b'wood'" "correct" "l" "a" 0.671070106416892 1 "hu48yb" FALSE TRUE FALSE
"277" "b'legs'" "correct" "l" "a" 0.643074428394584 1 "hu48yb" FALSE TRUE FALSE
"278" "b'ugly'" "neutral" "l" "a" 0.792299400548472 1 "hu48yb" FALSE FALSE TRUE
"279" "b'royal'" "neutral" "l" "a" 0.575563892050695 1 "hu48yb" FALSE FALSE TRUE
"280" "b'secrtetary'" "critical past" "l" "a" 0.487503114960418 1 "hu48yb" FALSE FALSE TRUE
"281" "b'valley'" "correct" "l" "a" 0.450773680836392 1 "hu48yb" FALSE TRUE FALSE
"282" "b'construction draftsman'" "critical past" "l" "a" 0.839386379227562 1 "hu48yb" FALSE FALSE TRUE
"283" "b'muscle'" "neutral" "l" "a" 0.460701144349059 1 "hu48yb" FALSE FALSE TRUE
"284" "b'chilly'" "correct" "l" "a" 0.409274548534995 1 "hu48yb" FALSE TRUE FALSE
"285" "b'accountant'" "critical past" "l" "a" 0.599871649192437 1 "hu48yb" FALSE FALSE TRUE
"286" "b'management consultant'" "critical future" "l" "a" 0.918455544020389 1 "hu48yb" FALSE FALSE TRUE
"287" "b'mailman'" "critical past" "l" "a" 0.480330286845856 1 "hu48yb" FALSE FALSE TRUE
"288" "b'kiwi'" "correct" "a" "a" 0.723667959475506 1 "hu48yb" TRUE TRUE TRUE
"289" "b'bike'" "correct" "a" "a" 1.47753812759856 1 "hu48yb" TRUE TRUE TRUE
"290" "b'piano'" "correct" "l" "a" 0.745486313897572 1 "hu48yb" FALSE TRUE FALSE
"291" "b'bank'" "correct" "l" "a" 0.762760113238528 1 "hu48yb" FALSE TRUE FALSE
"292" "b'calm'" "neutral" "l" "a" 1.19465256283092 1 "hu48yb" FALSE FALSE TRUE
"293" "b'sock'" "neutral" "l" "a" 3.17778222504876 1 "hu48yb" FALSE FALSE TRUE
"294" "b'craftsman'" "critical past" "l" "a" 0.913779174391948 1 "hu48yb" FALSE FALSE TRUE
"295" "b'plane'" "neutral" "l" "a" 1.28560780778275 1 "hu48yb" FALSE FALSE TRUE
"296" "b'ripe'" "correct" "l" "a" 0.568894268376425 1 "hu48yb" FALSE TRUE FALSE
"297" "b'radio'" "correct" "a" "l" 2.0731308760412 1 "iy86qz" FALSE TRUE FALSE
"298" "b'legs'" "correct" "a" "l" 1.06917540261929 1 "iy86qz" FALSE TRUE FALSE
"299" "b'scaffolding worker'" "correct" "l" "l" 2.75304446050927 1 "iy86qz" TRUE TRUE TRUE
"300" "b'fish'" "neutral" "a" "l" 1.15371246180985 1 "iy86qz" FALSE FALSE TRUE
"301" "b'chilly'" "correct" "a" "l" 1.00234223809298 1 "iy86qz" FALSE TRUE FALSE
"302" "b'user experience designer'" "critical future" "a" "l" 0.888942699035624 1 "iy86qz" FALSE FALSE TRUE
"303" "b'coal'" "neutral" "a" "l" 1.06024776472282 1 "iy86qz" FALSE FALSE TRUE
"304" "b'management consultant'" "critical future" "a" "l" 0.768855449624425 1 "iy86qz" FALSE FALSE TRUE
"305" "b'snooze'" "correct" "l" "l" 0.720894251943264 1 "iy86qz" TRUE TRUE TRUE
"306" "b'royal'" "neutral" "a" "l" 0.682797843973503 1 "iy86qz" FALSE FALSE TRUE
"307" "b'bank'" "correct" "a" "l" 0.677372819005313 1 "iy86qz" FALSE TRUE FALSE
"308" "b'syringe'" "neutral" "a" "l" 0.761323597046612 1 "iy86qz" FALSE FALSE TRUE
"309" "b'machine learning specialist'" "critical future" "a" "l" 0.569974322938151 1 "iy86qz" FALSE FALSE TRUE
"310" "b'wood'" "correct" "a" "l" 0.75397231136526 1 "iy86qz" FALSE TRUE FALSE
"311" "b'sock'" "neutral" "a" "l" 0.81060296514579 1 "iy86qz" FALSE FALSE TRUE
"312" "b'valley'" "correct" "l" "l" 0.641214217766901 1 "iy86qz" TRUE TRUE TRUE
"313" "b'smith'" "correct" "l" "l" 0.782435170711096 1 "iy86qz" TRUE TRUE TRUE
"314" "b'ugly'" "neutral" "a" "l" 1.32575005821104 1 "iy86qz" FALSE FALSE TRUE
"315" "b'craftsman'" "critical past" "l" "l" 0.871728227256426 1 "iy86qz" TRUE FALSE FALSE
"316" "b'bike'" "correct" "a" "l" 0.835703688118883 1 "iy86qz" FALSE TRUE FALSE
"317" "b'construction draftsman'" "critical past" "a" "l" 1.33699684216413 1 "iy86qz" FALSE FALSE TRUE
"318" "b'wine'" "neutral" "a" "l" 0.666292490148862 1 "iy86qz" FALSE FALSE TRUE
"319" "b'muscle'" "neutral" "a" "l" 0.614255548022129 1 "iy86qz" FALSE FALSE TRUE
"320" "b'piano'" "correct" "a" "l" 0.572166462793803 1 "iy86qz" FALSE TRUE FALSE
"321" "b'scientist'" "critical future" "a" "l" 0.740201760254649 1 "iy86qz" FALSE FALSE TRUE
"322" "b'winter'" "correct" "a" "l" 0.973472060881022 1 "iy86qz" FALSE TRUE FALSE
"323" "b'secrtetary'" "critical past" "a" "l" 0.621446151615828 1 "iy86qz" FALSE FALSE TRUE
"324" "b'plane'" "neutral" "a" "l" 0.539403353091984 1 "iy86qz" FALSE FALSE TRUE
"325" "b'accountant'" "critical past" "a" "l" 0.620653966474038 1 "iy86qz" FALSE FALSE TRUE
"326" "b'risk manager'" "critical future" "a" "l" 0.61059802601585 1 "iy86qz" FALSE FALSE TRUE
"327" "b'kiwi'" "correct" "a" "l" 2.19328611867127 1 "iy86qz" FALSE TRUE FALSE
"328" "b'calm'" "neutral" "a" "l" 0.9285891599568 1 "iy86qz" FALSE FALSE TRUE
"329" "b'aunt'" "neutral" "a" "l" 0.602449102906348 1 "iy86qz" FALSE FALSE TRUE
"330" "b'door'" "neutral" "a" "l" 0.665152320845891 1 "iy86qz" FALSE FALSE TRUE
"331" "b'ripe'" "correct" "l" "l" 0.629130668212838 1 "iy86qz" TRUE TRUE TRUE
"332" "b'mailman'" "critical past" "a" "l" 0.802379634363206 1 "iy86qz" FALSE FALSE TRUE
"333" "b'tired'" "correct" "a" "l" 0.809070551944615 1 "iy86qz" FALSE TRUE FALSE
"334" "b'tired'" "correct" "l" "l" 1.90285017132919 1 "jc26ku" TRUE TRUE TRUE
"335" "b'muscle'" "neutral" "a" "l" 0.895830580489928 1 "jc26ku" FALSE FALSE TRUE
"336" "b'legs'" "correct" "l" "l" 0.978003443246052 1 "jc26ku" TRUE TRUE TRUE
"337" "b'scientist'" "critical future" "a" "l" 1.21517241246693 1 "jc26ku" FALSE FALSE TRUE
"338" "b'radio'" "correct" "l" "l" 2.68910688559299 1 "jc26ku" TRUE TRUE TRUE
"339" "b'scaffolding worker'" "correct" "l" "l" 1.47275101764353 1 "jc26ku" TRUE TRUE TRUE
"340" "b'ripe'" "correct" "l" "l" 0.929085038173071 1 "jc26ku" TRUE TRUE TRUE
"341" "b'ugly'" "neutral" "a" "l" 0.865105959355787 1 "jc26ku" FALSE FALSE TRUE
"342" "b'wood'" "correct" "l" "l" 1.06814715130349 1 "jc26ku" TRUE TRUE TRUE
"343" "b'user experience designer'" "critical future" "a" "l" 2.93859437560423 1 "jc26ku" FALSE FALSE TRUE
"344" "b'plane'" "neutral" "a" "l" 2.84853629969075 1 "jc26ku" FALSE FALSE TRUE
"345" "b'door'" "neutral" "a" "l" 2.75647468816351 1 "jc26ku" FALSE FALSE TRUE
"346" "b'smith'" "correct" "l" "l" 1.02171047483171 1 "jc26ku" TRUE TRUE TRUE
"347" "b'calm'" "neutral" "l" "l" 0.810593562258873 1 "jc26ku" TRUE FALSE FALSE
"348" "b'accountant'" "critical past" "a" "l" 0.973421963137298 1 "jc26ku" FALSE FALSE TRUE
"349" "b'aunt'" "neutral" "a" "l" 0.859624219207035 1 "jc26ku" FALSE FALSE TRUE
"350" "b'kiwi'" "correct" "l" "l" 0.676464117244905 1 "jc26ku" TRUE TRUE TRUE
"351" "b'secrtetary'" "critical past" "a" "l" 0.917694038591435 1 "jc26ku" FALSE FALSE TRUE
"352" "b'fish'" "neutral" "l" "l" 2.82365615262097 1 "jc26ku" TRUE FALSE FALSE
"353" "b'syringe'" "neutral" "a" "l" 0.850462221149428 1 "jc26ku" FALSE FALSE TRUE
"354" "b'management consultant'" "critical future" "a" "l" 1.34911006713264 1 "jc26ku" FALSE FALSE TRUE
"355" "b'bike'" "correct" "l" "l" 0.690274305097773 1 "jc26ku" TRUE TRUE TRUE
"356" "b'mailman'" "critical past" "a" "l" 0.947431484661138 1 "jc26ku" FALSE FALSE TRUE
"357" "b'snooze'" "correct" "l" "l" 2.51340672254082 1 "jc26ku" TRUE TRUE TRUE
"358" "b'valley'" "correct" "l" "l" 0.740623119781958 1 "jc26ku" TRUE TRUE TRUE
"359" "b'royal'" "neutral" "a" "l" 0.890246530774675 1 "jc26ku" FALSE FALSE TRUE
"360" "b'craftsman'" "critical past" "l" "l" 1.41675272643806 1 "jc26ku" TRUE FALSE FALSE
"361" "b'construction draftsman'" "critical past" "a" "l" 1.30300052469647 1 "jc26ku" FALSE FALSE TRUE
"362" "b'bank'" "correct" "l" "l" 0.854584430730029 1 "jc26ku" TRUE TRUE TRUE
"363" "b'wine'" "neutral" "a" "l" 1.38339243127302 1 "jc26ku" FALSE FALSE TRUE
"364" "b'chilly'" "correct" "l" "l" 3.4292537367055 1 "jc26ku" TRUE TRUE TRUE
"365" "b'piano'" "correct" "l" "l" 0.637771858004271 1 "jc26ku" TRUE TRUE TRUE
"366" "b'risk manager'" "critical future" "a" "l" 0.799631685562417 1 "jc26ku" FALSE FALSE TRUE
"367" "b'coal'" "neutral" "a" "l" 0.962441484700321 1 "jc26ku" FALSE FALSE TRUE
"368" "b'sock'" "neutral" "a" "l" 1.18212225319621 1 "jc26ku" FALSE FALSE TRUE
"369" "b'machine learning specialist'" "critical future" "a" "l" 1.04352839074454 1 "jc26ku" FALSE FALSE TRUE
"370" "b'winter'" "correct" "l" "l" 0.866206027734734 1 "jc26ku" TRUE TRUE TRUE
"371" "b'piano'" "correct" "a" "a" 1.44005629218827 0 "jk89hy" TRUE TRUE TRUE
"372" "b'syringe'" "neutral" "l" "a" 1.38124455382967 0 "jk89hy" FALSE FALSE TRUE
"373" "b'winter'" "correct" "a" "a" 1.0365434184605 0 "jk89hy" TRUE TRUE TRUE
"374" "b'royal'" "neutral" "l" "a" 1.00182936783222 0 "jk89hy" FALSE FALSE TRUE
"375" "b'coal'" "neutral" "l" "a" 1.16039328842635 0 "jk89hy" FALSE FALSE TRUE
"376" "b'craftsman'" "critical past" "l" "a" 1.88893100967653 0 "jk89hy" FALSE FALSE TRUE
"377" "b'sock'" "neutral" "l" "a" 2.35615360660267 0 "jk89hy" FALSE FALSE TRUE
"378" "b'ugly'" "neutral" "l" "a" 2.56471212312135 0 "jk89hy" FALSE FALSE TRUE
"379" "b'calm'" "neutral" "a" "a" 1.668567554314 0 "jk89hy" TRUE FALSE FALSE
"380" "b'tired'" "correct" "a" "a" 1.39257611488301 0 "jk89hy" TRUE TRUE TRUE
"381" "b'bank'" "correct" "a" "a" 1.74371178861475 0 "jk89hy" TRUE TRUE TRUE
"382" "b'kiwi'" "correct" "a" "a" 0.760964099938974 0 "jk89hy" TRUE TRUE TRUE
"383" "b'accountant'" "critical past" "l" "a" 1.13750181605883 0 "jk89hy" FALSE FALSE TRUE
"384" "b'aunt'" "neutral" "l" "a" 1.08279108163879 0 "jk89hy" FALSE FALSE TRUE
"385" "b'ripe'" "correct" "l" "a" 1.65403235453778 0 "jk89hy" FALSE TRUE FALSE
"386" "b'radio'" "correct" "a" "a" 1.06660964324419 0 "jk89hy" TRUE TRUE TRUE
"387" "b'user experience designer'" "critical future" "l" "a" 2.72647615455662 0 "jk89hy" FALSE FALSE TRUE
"388" "b'data analyst'" "neutral" "a" "a" 1.08040142180107 0 "jk89hy" TRUE FALSE FALSE
"389" "b'risk manager'" "critical future" "l" "a" 1.41962760305614 0 "jk89hy" FALSE FALSE TRUE
"390" "b'bike'" "correct" "a" "a" 1.23355036229805 0 "jk89hy" TRUE TRUE TRUE
"391" "b'construction draftsman'" "critical past" "l" "a" 2.62273457777792 0 "jk89hy" FALSE FALSE TRUE
"392" "b'chilly'" "correct" "a" "a" 1.73264546023893 0 "jk89hy" TRUE TRUE TRUE
"393" "b'management consultant'" "critical future" "a" "a" 1.30187199107604 0 "jk89hy" TRUE FALSE FALSE
"394" "b'scientist'" "critical future" "l" "a" 1.14444565247686 0 "jk89hy" FALSE FALSE TRUE
"395" "b'wood'" "correct" "a" "a" 0.977682610454394 0 "jk89hy" TRUE TRUE TRUE
"396" "b'machine learning specialist'" "critical future" "a" "a" 4.4334514532793 0 "jk89hy" TRUE FALSE FALSE
"397" "b'fish'" "neutral" "l" "a" 3.22263092215326 0 "jk89hy" FALSE FALSE TRUE
"398" "b'wine'" "neutral" "l" "a" 1.16456613289756 0 "jk89hy" FALSE FALSE TRUE
"399" "b'plane'" "neutral" "l" "a" 2.20363391219507 0 "jk89hy" FALSE FALSE TRUE
"400" "b'secrtetary'" "critical past" "l" "a" 3.65013789212753 0 "jk89hy" FALSE FALSE TRUE
"401" "b'muscle'" "neutral" "a" "a" 1.72668590325156 0 "jk89hy" TRUE FALSE FALSE
"402" "b'valley'" "correct" "a" "a" 0.944591386127286 0 "jk89hy" TRUE TRUE TRUE
"403" "b'door'" "neutral" "l" "a" 1.46574697957112 0 "jk89hy" FALSE FALSE TRUE
"404" "b'snooze'" "correct" "a" "a" 1.19776030727189 0 "jk89hy" TRUE TRUE TRUE
"405" "b'legs'" "correct" "l" "a" 1.82028962638742 0 "jk89hy" FALSE TRUE FALSE
"406" "b'mailman'" "critical past" "l" "a" 5.41004875855378 0 "jk89hy" FALSE FALSE TRUE
"407" "b'social media manager'" "correct" "a" "a" 1.2246267419323 0 "jk89hy" TRUE TRUE TRUE
"408" "b'plane'" "neutral" "a" "l" 3.40286823323913 1 "kd93by" FALSE FALSE TRUE
"409" "b'smith'" "correct" "a" "l" 1.72949153259901 1 "kd93by" FALSE TRUE FALSE
"410" "b'radio'" "correct" "l" "l" 1.07465449995925 1 "kd93by" TRUE TRUE TRUE
"411" "b'tired'" "correct" "a" "l" 4.03053062250774 1 "kd93by" FALSE TRUE FALSE
"412" "b'snooze'" "correct" "l" "l" 1.37980485674075 1 "kd93by" TRUE TRUE TRUE
"413" "b'fish'" "neutral" "a" "l" 1.31500181044566 1 "kd93by" FALSE FALSE TRUE
"414" "b'mailman'" "critical past" "a" "l" 1.02884044570624 1 "kd93by" FALSE FALSE TRUE
"415" "b'bike'" "correct" "l" "l" 1.0508557201581 1 "kd93by" TRUE TRUE TRUE
"416" "b'user experience designer'" "critical future" "a" "l" 1.25542227640199 1 "kd93by" FALSE FALSE TRUE
"417" "b'management consultant'" "critical future" "a" "l" 1.10000554839826 1 "kd93by" FALSE FALSE TRUE
"418" "b'syringe'" "neutral" "a" "l" 0.878604895355011 1 "kd93by" FALSE FALSE TRUE
"419" "b'machine learning specialist'" "critical future" "a" "l" 1.01851272780118 1 "kd93by" FALSE FALSE TRUE
"420" "b'wine'" "neutral" "a" "l" 1.24045699558405 1 "kd93by" FALSE FALSE TRUE
"421" "b'wood'" "correct" "l" "l" 0.87769085287232 1 "kd93by" TRUE TRUE TRUE
"422" "b'door'" "neutral" "a" "l" 1.42557914212784 1 "kd93by" FALSE FALSE TRUE
"423" "b'muscle'" "neutral" "a" "l" 0.927425668301566 1 "kd93by" FALSE FALSE TRUE
"424" "b'kiwi'" "correct" "l" "l" 0.785461721344063 1 "kd93by" TRUE TRUE TRUE
"425" "b'royal'" "neutral" "a" "l" 1.15269448498839 1 "kd93by" FALSE FALSE TRUE
"426" "b'construction draftsman'" "critical past" "a" "l" 3.79310247506669 1 "kd93by" FALSE FALSE TRUE
"427" "b'accountant'" "critical past" "a" "l" 2.01640177074091 1 "kd93by" FALSE FALSE TRUE
"428" "b'valley'" "correct" "a" "l" 1.1182671550539 1 "kd93by" FALSE TRUE FALSE
"429" "b'scaffolding worker'" "correct" "a" "l" 1.10416428133658 1 "kd93by" FALSE TRUE FALSE
"430" "b'craftsman'" "critical past" "a" "l" 1.83337646972427 1 "kd93by" FALSE FALSE TRUE
"431" "b'chilly'" "correct" "l" "l" 1.26257906868364 1 "kd93by" TRUE TRUE TRUE
"432" "b'ripe'" "correct" "l" "l" 1.03452611066587 1 "kd93by" TRUE TRUE TRUE
"433" "b'risk manager'" "critical future" "a" "l" 0.695807623884093 1 "kd93by" FALSE FALSE TRUE
"434" "b'calm'" "neutral" "l" "l" 1.19762849272456 1 "kd93by" TRUE FALSE FALSE
"435" "b'ugly'" "neutral" "a" "l" 0.884222247665775 1 "kd93by" FALSE FALSE TRUE
"436" "b'secrtetary'" "critical past" "a" "l" 0.71149868650491 1 "kd93by" FALSE FALSE TRUE
"437" "b'aunt'" "neutral" "a" "l" 1.22605874182227 1 "kd93by" FALSE FALSE TRUE
"438" "b'winter'" "correct" "l" "l" 1.57590673816071 1 "kd93by" TRUE TRUE TRUE
"439" "b'bank'" "correct" "l" "l" 1.00788578125139 1 "kd93by" TRUE TRUE TRUE
"440" "b'legs'" "correct" "l" "l" 0.886479130806492 1 "kd93by" TRUE TRUE TRUE
"441" "b'sock'" "neutral" "a" "l" 0.953717378705733 1 "kd93by" FALSE FALSE TRUE
"442" "b'coal'" "neutral" "a" "l" 1.21830862371826 1 "kd93by" FALSE FALSE TRUE
"443" "b'scientist'" "critical future" "a" "l" 0.664257122395384 1 "kd93by" FALSE FALSE TRUE
"444" "b'piano'" "correct" "l" "l" 1.16414695622257 1 "kd93by" TRUE TRUE TRUE
"445" "b'ugly'" "neutral" "a" "l" 7.4577724979863 1 "kg61wt" FALSE FALSE TRUE
"446" "b'management consultant'" "critical future" "a" "l" 2.40636497872947 1 "kg61wt" FALSE FALSE TRUE
"447" "b'scaffolding worker'" "correct" "l" "l" 2.03698338148388 1 "kg61wt" TRUE TRUE TRUE
"448" "b'radio'" "correct" "a" "l" 1.82623715188856 1 "kg61wt" FALSE TRUE FALSE
"449" "b'mailman'" "critical past" "a" "l" 1.27216988756845 1 "kg61wt" FALSE FALSE TRUE
"450" "b'legs'" "correct" "a" "l" 1.34810524033674 1 "kg61wt" FALSE TRUE FALSE
"451" "b'chilly'" "correct" "l" "l" 1.18070069994428 1 "kg61wt" TRUE TRUE TRUE
"452" "b'construction draftsman'" "critical past" "a" "l" 1.58000402826474 1 "kg61wt" FALSE FALSE TRUE
"453" "b'royal'" "neutral" "a" "l" 0.851220410215319 1 "kg61wt" FALSE FALSE TRUE
"454" "b'bank'" "correct" "l" "l" 0.951969680254479 1 "kg61wt" TRUE TRUE TRUE
"455" "b'piano'" "correct" "l" "l" 0.672484772134339 1 "kg61wt" TRUE TRUE TRUE
"456" "b'bike'" "correct" "l" "l" 0.94049842718232 1 "kg61wt" TRUE TRUE TRUE
"457" "b'winter'" "correct" "l" "l" 0.773781514115399 1 "kg61wt" TRUE TRUE TRUE
"458" "b'smith'" "correct" "l" "l" 0.95763298404745 1 "kg61wt" TRUE TRUE TRUE
"459" "b'muscle'" "neutral" "a" "l" 0.822353532814304 1 "kg61wt" FALSE FALSE TRUE
"460" "b'door'" "neutral" "a" "l" 1.79629232885054 1 "kg61wt" FALSE FALSE TRUE
"461" "b'accountant'" "critical past" "l" "l" 1.08294119760103 1 "kg61wt" TRUE FALSE FALSE
"462" "b'plane'" "neutral" "l" "l" 1.11022627557395 1 "kg61wt" TRUE FALSE FALSE
"463" "b'tired'" "correct" "l" "l" 0.688841578874417 1 "kg61wt" TRUE TRUE TRUE
"464" "b'user experience designer'" "critical future" "a" "l" 1.03613411041988 1 "kg61wt" FALSE FALSE TRUE
"465" "b'snooze'" "correct" "l" "l" 0.929413002315414 1 "kg61wt" TRUE TRUE TRUE
"466" "b'fish'" "neutral" "l" "l" 2.0505980176822 1 "kg61wt" TRUE FALSE FALSE
"467" "b'machine learning specialist'" "critical future" "a" "l" 1.00729160786614 1 "kg61wt" FALSE FALSE TRUE
"468" "b'secrtetary'" "critical past" "a" "l" 1.23786196651054 1 "kg61wt" FALSE FALSE TRUE
"469" "b'valley'" "correct" "l" "l" 0.963174413593151 1 "kg61wt" TRUE TRUE TRUE
"470" "b'risk manager'" "critical future" "a" "l" 1.38713418482803 1 "kg61wt" FALSE FALSE TRUE
"471" "b'calm'" "neutral" "l" "l" 1.22639392065503 1 "kg61wt" TRUE FALSE FALSE
"472" "b'craftsman'" "critical past" "l" "l" 0.848369835737685 1 "kg61wt" TRUE FALSE FALSE
"473" "b'aunt'" "neutral" "a" "l" 1.21356986345018 1 "kg61wt" FALSE FALSE TRUE
"474" "b'wine'" "neutral" "a" "l" 1.20352197328612 1 "kg61wt" FALSE FALSE TRUE
"475" "b'syringe'" "neutral" "a" "l" 1.81015103426216 1 "kg61wt" FALSE FALSE TRUE
"476" "b'wood'" "correct" "l" "l" 0.600762098903942 1 "kg61wt" TRUE TRUE TRUE
"477" "b'sock'" "neutral" "a" "l" 1.17537704043025 1 "kg61wt" FALSE FALSE TRUE
"478" "b'scientist'" "critical future" "l" "l" 3.46851090197197 1 "kg61wt" TRUE FALSE FALSE
"479" "b'coal'" "neutral" "a" "l" 0.816445839083826 1 "kg61wt" FALSE FALSE TRUE
"480" "b'ripe'" "correct" "l" "l" 0.97441570920455 1 "kg61wt" TRUE TRUE TRUE
"481" "b'kiwi'" "correct" "l" "l" 0.718381651126037 1 "kg61wt" TRUE TRUE TRUE
"482" "b'ripe'" "correct" "a" "a" 1.37481210002443 0 "kj11gm" TRUE TRUE TRUE
"483" "b'fish'" "neutral" "l" "a" 2.33634450001409 0 "kj11gm" FALSE FALSE TRUE
"484" "b'piano'" "correct" "l" "a" 0.954630399995949 0 "kj11gm" FALSE TRUE FALSE
"485" "b'secrtetary'" "critical past" "l" "a" 0.850464900024235 0 "kj11gm" FALSE FALSE TRUE
"486" "b'royal'" "neutral" "l" "a" 0.7566335000447 0 "kj11gm" FALSE FALSE TRUE
"487" "b'construction draftsman'" "critical past" "a" "a" 1.06694140000036 0 "kj11gm" TRUE FALSE FALSE
"488" "b'radio'" "correct" "a" "a" 0.73223710001912 0 "kj11gm" TRUE TRUE TRUE
"489" "b'machine learning specialist'" "critical future" "a" "a" 1.02607059996808 0 "kj11gm" TRUE FALSE FALSE
"490" "b'ugly'" "neutral" "l" "a" 0.823880100040697 0 "kj11gm" FALSE FALSE TRUE
"491" "b'syringe'" "neutral" "l" "a" 1.22777090000454 0 "kj11gm" FALSE FALSE TRUE
"492" "b'snooze'" "correct" "a" "a" 0.787678499997128 0 "kj11gm" TRUE TRUE TRUE
"493" "b'tired'" "correct" "a" "a" 0.767744000011589 0 "kj11gm" TRUE TRUE TRUE
"494" "b'door'" "neutral" "l" "a" 1.14298370003235 0 "kj11gm" FALSE FALSE TRUE
"495" "b'plane'" "neutral" "l" "a" 1.12526460003573 0 "kj11gm" FALSE FALSE TRUE
"496" "b'accountant'" "critical past" "l" "a" 1.31962099997327 0 "kj11gm" FALSE FALSE TRUE
"497" "b'user experience designer'" "critical future" "a" "a" 0.730055399995763 0 "kj11gm" TRUE FALSE FALSE
"498" "b'coal'" "neutral" "l" "a" 0.909941699996125 0 "kj11gm" FALSE FALSE TRUE
"499" "b'data analyst'" "neutral" "a" "a" 0.675562299962621 0 "kj11gm" TRUE FALSE FALSE
"500" "b'scientist'" "critical future" "l" "a" 0.922205700015184 0 "kj11gm" FALSE FALSE TRUE
"501" "b'calm'" "neutral" "a" "a" 1.05065599997761 0 "kj11gm" TRUE FALSE FALSE
"502" "b'winter'" "correct" "a" "a" 0.642916599987075 0 "kj11gm" TRUE TRUE TRUE
"503" "b'legs'" "correct" "a" "a" 0.762694799981546 0 "kj11gm" TRUE TRUE TRUE
"504" "b'valley'" "correct" "a" "a" 0.705073499993887 0 "kj11gm" TRUE TRUE TRUE
"505" "b'mailman'" "critical past" "l" "a" 0.839955800038297 0 "kj11gm" FALSE FALSE TRUE
"506" "b'aunt'" "neutral" "l" "a" 1.32769880001433 0 "kj11gm" FALSE FALSE TRUE
"507" "b'bank'" "correct" "a" "a" 1.07427109999117 0 "kj11gm" TRUE TRUE TRUE
"508" "b'wine'" "neutral" "l" "a" 1.0034777999972 0 "kj11gm" FALSE FALSE TRUE
"509" "b'sock'" "neutral" "l" "a" 0.792895899969153 0 "kj11gm" FALSE FALSE TRUE
"510" "b'social media manager'" "correct" "a" "a" 0.667092999967281 0 "kj11gm" TRUE TRUE TRUE
"511" "b'risk manager'" "critical future" "a" "a" 1.00071040005423 0 "kj11gm" TRUE FALSE FALSE
"512" "b'wood'" "correct" "a" "a" 0.725794800033327 0 "kj11gm" TRUE TRUE TRUE
"513" "b'muscle'" "neutral" "l" "a" 0.734915999986697 0 "kj11gm" FALSE FALSE TRUE
"514" "b'bike'" "correct" "l" "a" 1.14128769998206 0 "kj11gm" FALSE TRUE FALSE
"515" "b'craftsman'" "critical past" "l" "a" 0.993905199982692 0 "kj11gm" FALSE FALSE TRUE
"516" "b'kiwi'" "correct" "a" "a" 0.847267799952533 0 "kj11gm" TRUE TRUE TRUE
"517" "b'chilly'" "correct" "a" "a" 0.956383599957917 0 "kj11gm" TRUE TRUE TRUE
"518" "b'management consultant'" "critical future" "l" "a" 1.17444040003465 0 "kj11gm" FALSE FALSE TRUE
"519" "b'fish'" "neutral" "l" "l" 6.40840604781806 0 "kw32ee" TRUE FALSE FALSE
"520" "b'winter'" "correct" "l" "l" 4.36684886580224 0 "kw32ee" TRUE TRUE TRUE
"521" "b'wine'" "neutral" "a" "l" 1.75075600934906 0 "kw32ee" FALSE FALSE TRUE
"522" "b'chilly'" "correct" "l" "l" 1.46323095736807 0 "kw32ee" TRUE TRUE TRUE
"523" "b'craftsman'" "critical past" "l" "l" 3.03506715967342 0 "kw32ee" TRUE FALSE FALSE
"524" "b'bike'" "correct" "a" "l" 1.06437328596985 0 "kw32ee" FALSE TRUE FALSE
"525" "b'sock'" "neutral" "a" "l" 0.97232664222247 0 "kw32ee" FALSE FALSE TRUE
"526" "b'syringe'" "neutral" "a" "l" 0.820145624607903 0 "kw32ee" FALSE FALSE TRUE
"527" "b'data analyst'" "neutral" "a" "l" 1.11416422681577 0 "kw32ee" FALSE FALSE TRUE
"528" "b'royal'" "neutral" "a" "l" 0.852065912406033 0 "kw32ee" FALSE FALSE TRUE
"529" "b'ripe'" "correct" "l" "l" 1.77662693949424 0 "kw32ee" TRUE TRUE TRUE
"530" "b'valley'" "correct" "a" "l" 1.05655549665062 0 "kw32ee" FALSE TRUE FALSE
"531" "b'piano'" "correct" "a" "l" 0.89312758718188 0 "kw32ee" FALSE TRUE FALSE
"532" "b'calm'" "neutral" "a" "l" 0.808396490461746 0 "kw32ee" FALSE FALSE TRUE
